x_0,y_0,vel_0,accel_0,orientation_0,dist_qb_0,receiver_type_0_WR,receiver_type_0_TE,receiver_type_0_QB,receiver_type_0_RB,receiver_type_0_FB,route_ran_0_FLAT,route_ran_0_GO,defensor_x_0_0,defensor_y_0_0,defensor_vel_0_0,defensor_accel_0_0,defensor_orientation_0_0,defensor_x_0_1,defensor_y_0_1,defensor_vel_0_1,defensor_accel_0_1,defensor_orientation_0_1,x_1,y_1,vel_1,accel_1,orientation_1,dist_qb_1,receiver_type_1_WR,receiver_type_1_TE,receiver_type_1_QB,receiver_type_1_RB,receiver_type_1_FB,route_ran_1_FLAT,route_ran_1_GO,defensor_x_1_0,defensor_y_1_0,defensor_vel_1_0,defensor_accel_1_0,defensor_orientation_1_0,defensor_x_1_1,defensor_y_1_1,defensor_vel_1_1,defensor_accel_1_1,defensor_orientation_1_1,x_2,y_2,vel_2,accel_2,orientation_2,dist_qb_2,receiver_type_2_WR,receiver_type_2_TE,receiver_type_2_QB,receiver_type_2_RB,receiver_type_2_FB,route_ran_2_GO,defensor_x_2_0,defensor_y_2_0,defensor_vel_2_0,defensor_accel_2_0,defensor_orientation_2_0,defensor_x_2_1,defensor_y_2_1,defensor_vel_2_1,defensor_accel_2_1,defensor_orientation_2_1,x_3,y_3,vel_3,accel_3,orientation_3,dist_qb_3,receiver_type_3_WR,receiver_type_3_TE,receiver_type_3_QB,receiver_type_3_RB,receiver_type_3_FB,route_ran_3_CORNER,route_ran_3_IN,defensor_x_3_0,defensor_y_3_0,defensor_vel_3_0,defensor_accel_3_0,defensor_orientation_3_0,defensor_x_3_1,defensor_y_3_1,defensor_vel_3_1,defensor_accel_3_1,defensor_orientation_3_1,x_4,y_4,vel_4,accel_4,orientation_4,dist_qb_4,receiver_type_4_WR,receiver_type_4_TE,receiver_type_4_QB,receiver_type_4_RB,receiver_type_4_FB,route_ran_4_CORNER,route_ran_4_IN,defensor_x_4_0,defensor_y_4_0,defensor_vel_4_0,defensor_accel_4_0,defensor_orientation_4_0,defensor_x_4_1,defensor_y_4_1,defensor_vel_4_1,defensor_accel_4_1,defensor_orientation_4_1,qb_x,qb_y,qb_orientation,qb_speed,qb_direction,qb_accel,amount_of_players_causing_pressure_on_qb,yardsToGo,down_2,yardLine,result
-0.47671386975989044,-0.9922655951668009,-1.8855330461416175,-1.9232598074084728,1.041020054094058,-0.8136452403330794,0.5692750425533111,-1.0,-1.0,-0.5692750425533111,-1.0,-0.5692750425533111,0.5692750425533111,-0.7265620768139075,-0.4098790492361603,-0.7584235297362398,-0.6852131094160978,0.45590626298478865,-0.7249428091867309,-0.4153396475430686,-0.7705813469869021,-0.6197963114986964,0.47953979506555683,-0.5056262453919685,1.221046981089691,-1.682046341256684,-1.7946251023497155,0.18607948228985813,-0.898451490024849,-0.5692750425533111,-1.0,-1.0,0.5692750425533111,-1.0,0.5692750425533111,-0.5692750425533111,-0.47482597613494,0.6549566624586957,-0.5999128338723629,-0.498529940904761,-0.6729174948755088,-0.4480991744165095,0.7217598070151308,-0.6542130421293444,-0.6839464969344234,-0.7009253272581447,-1.233499340984166,-1.2597125096074864,-2.2724470962569856,-1.4309959225511533,-0.884552243632209,-1.3282279004736208,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.25870920569441,-1.0009249597334404,0.8536569206880703,-0.30573264981105974,-1.1808359052241693,-1.3096588717608997,-0.942585977748295,0.8926538470882301,0.09213900600056495,-1.250235410120881,-1.3751205333919225,-0.46436283295339276,-2.217685983573061,-1.6676931959034762,0.8473037946405113,-1.0669995952856886,-1.0,-1.0,-1.0,-1.0,-1.0,0.3486083443891983,-0.34860834438919813,-0.7836018336711525,-0.7477387779794253,-0.5775262141797836,-0.14279660475865336,0.33780629518460575,-0.7726510143311658,-0.6642888560312777,-0.6484547998815317,0.08519933573564424,0.31389526024662345,-1.3127646343885284,1.0220155299373987,-1.721633450677024,-1.62016739593272,-0.6957056317284489,-0.7912416111759227,-1.0,-1.0,-1.0,-1.0,-1.0,-0.34860834438919813,0.3486083443891983,-0.3997411792098527,0.6696582068294691,-0.46040713204573674,-0.6326524240337448,0.3036966226053654,-0.4068879358453291,0.6032800354323236,-0.47055998989808334,-0.5484932244112741,0.28235070104132837,1.2590319952405178,-0.7380596855783726,-0.47828603333171993,-1.3869342991102265,0.8318889170035212,-1.0093779126988782,2.0,-1.0,-1.0,37.0,1
-0.46819266851294156,-0.981301334446728,-1.7630607945288603,-1.3755280368837042,0.983819376688464,-0.8084243786622398,0.5692750425533111,-1.0,-1.0,-0.5692750425533111,-1.0,-0.5692750425533111,0.5692750425533111,-0.7265620768139075,-0.4098790492361603,-0.7584235297362398,-0.6852131094160978,0.45590626298478865,-0.7249428091867309,-0.4153396475430686,-0.7705813469869021,-0.6197963114986964,0.47953979506555683,-0.5066520876391559,1.221046981089691,-1.68607707202186,-1.8681251065415128,0.29771579181570884,-0.8985407033915673,-0.5692750425533111,-1.0,-1.0,0.5692750425533111,-1.0,0.5692750425533111,-0.5692750425533111,-0.47482597613494,0.6549566624586957,-0.5999128338723629,-0.498529940904761,-0.6729174948755088,-0.4480991744165095,0.7217598070151308,-0.6542130421293444,-0.6839464969344234,-0.7009253272581447,-1.2252790565940452,-1.2392293793699705,-2.123947411679615,-0.4308712997571603,-0.929523177026955,-1.3187733652931792,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.25870920569441,-1.0009249597334404,0.8536569206880703,-0.30573264981105974,-1.1808359052241693,-1.3096588717608997,-0.942585977748295,0.8926538470882301,0.09213900600056495,-1.250235410120881,-1.3649081890490413,-0.4755298750284219,-2.063530302978463,-1.1009778200083071,0.9448585414664876,-1.0671451483874743,-1.0,-1.0,-1.0,-1.0,-1.0,0.3486083443891983,-0.34860834438919813,-0.7836018336711525,-0.7477387779794253,-0.5775262141797836,-0.14279660475865336,0.33780629518460575,-0.7726510143311658,-0.6642888560312777,-0.6484547998815317,0.08519933573564424,0.31389526024662345,-1.301860896293592,1.0140171475291946,-1.5681293783955377,-0.9837369989668837,-0.6957056317284489,-0.7859381342039031,-1.0,-1.0,-1.0,-1.0,-1.0,-0.34860834438919813,0.3486083443891983,-0.3997411792098527,0.6696582068294691,-0.46040713204573674,-0.6326524240337448,0.3036966226053654,-0.4068879358453291,0.6032800354323236,-0.47055998989808334,-0.5484932244112741,0.28235070104132837,1.2229594510075963,-0.7380596855783726,-0.4042698100827357,-1.3006322905546561,0.8067777434001918,-0.9422414603068976,2.0,-1.0,-1.0,37.0,1
-0.4528545062684321,-0.981301334446728,-1.6194726374656274,-0.9393712566510181,0.983819376688464,-0.7949433519661978,0.5692750425533111,-1.0,-1.0,-0.5692750425533111,-1.0,-0.5692750425533111,0.5692750425533111,-0.7265620768139075,-0.4098790492361603,-0.7584235297362398,-0.6852131094160978,0.45590626298478865,-0.7249428091867309,-0.4153396475430686,-0.7705813469869021,-0.6197963114986964,0.47953979506555683,-0.5066520876391559,1.218395093341184,-1.68607707202186,-1.8681251065415128,0.3287827770354395,-0.8975193098592434,-0.5692750425533111,-1.0,-1.0,0.5692750425533111,-1.0,0.5692750425533111,-0.5692750425533111,-0.47482597613494,0.6549566624586957,-0.5999128338723629,-0.498529940904761,-0.6729174948755088,-0.4480991744165095,0.7217598070151308,-0.6542130421293444,-0.6839464969344234,-0.7009253272581447,-1.2129486300088643,-1.2187462491324472,-1.9830630955421091,0.38055056401909787,-0.8302897950732571,-1.3057686411256002,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.25870920569441,-1.0009249597334404,0.8536569206880703,-0.30573264981105974,-1.1808359052241693,-1.3096588717608997,-0.942585977748295,0.8926538470882301,0.09213900600056495,-1.250235410120881,-1.3470365864490037,-0.4922804381409697,-1.925321761755719,-0.7522298963805104,1.0362700422706783,-1.0670822952780987,-1.0,-1.0,-1.0,-1.0,-1.0,0.3486083443891983,-0.34860834438919813,-0.7836018336711525,-0.7477387779794253,-0.5775262141797836,-0.14279660475865336,0.33780629518460575,-0.7726510143311658,-0.6642888560312777,-0.6484547998815317,0.08519933573564424,0.31389526024662345,-1.2827793546274477,1.0060187651209846,-1.3532236772014572,-0.4117552497950559,-0.679334230382166,-0.7724366903317584,-1.0,-1.0,-1.0,-1.0,-1.0,-0.34860834438919813,0.3486083443891983,-0.3997411792098527,0.6696582068294691,-0.46040713204573674,-0.6326524240337448,0.3036966226053654,-0.4068879358453291,0.6032800354323236,-0.47055998989808334,-0.5484932244112741,0.28235070104132837,1.1778687707164541,-0.7380596855783726,-0.2418713455701971,-1.1437195477263464,0.8313224995538221,-0.6736956507389743,2.0,-1.0,-1.0,37.0,1
-0.42899514277697376,-0.9703370737266549,-1.4167599451410635,-0.23949177209159128,0.818920548855147,-0.7739491916656926,0.5692750425533111,-1.0,-1.0,-0.5692750425533111,-1.0,-0.5692750425533111,0.5692750425533111,-0.7265620768139075,-0.4098790492361603,-0.7584235297362398,-0.6852131094160978,0.45590626298478865,-0.7249428091867309,-0.4153396475430686,-0.7705813469869021,-0.6197963114986964,0.47953979506555683,-0.5087037721335338,1.2104394300956687,-1.6135239182486898,-1.3995625798188052,0.4858246803439746,-0.8931268926794973,-0.5692750425533111,-1.0,-1.0,0.5692750425533111,-1.0,0.5692750425533111,-0.5692750425533111,-0.47482597613494,0.6549566624586957,-0.5999128338723629,-0.498529940904761,-0.6729174948755088,-0.4480991744165095,0.7217598070151308,-0.6542130421293444,-0.6839464969344234,-0.7009253272581447,-1.195138013830271,-1.2187462491324472,-1.842178779404604,0.5409479091841721,-0.9886172134712927,-1.2895433697239491,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.25870920569441,-1.0009249597334404,0.8536569206880703,-0.30573264981105974,-1.1808359052241693,-1.203205316409211,-1.0734269202327102,0.7433251366087864,-0.8530288620052309,-0.9815959761984304,-1.3215057255918023,-0.5257815643660653,-1.680798958053942,0.2591390821400994,0.984421045846796,-1.0743995748992181,-1.0,-1.0,-1.0,-1.0,-1.0,0.3486083443891983,-0.34860834438919813,-0.7836018336711525,-0.7477387779794253,-0.5775262141797836,-0.14279660475865336,0.33780629518460575,-0.7726510143311658,-0.6642888560312777,-0.6484547998815317,0.08519933573564424,0.31389526024662345,-1.252794074866367,0.9980203827127806,-1.0584958584210036,0.20050690424802708,-0.7678209781546388,-0.7558874294693128,-1.0,-1.0,-1.0,-1.0,-1.0,-0.34860834438919813,0.3486083443891983,-0.3997411792098527,0.6696582068294691,-0.46040713204573674,-0.6326524240337448,0.3036966226053654,-0.4068879358453291,0.6032800354323236,-0.47055998989808334,-0.5484932244112741,0.28235070104132837,1.1147418183088578,-0.7223748280336114,-0.18315805455412548,-1.0338806277465296,0.8594545662222135,-0.614951254895991,2.0,-1.0,-1.0,37.0,1
-0.39831881828795485,-0.959372813006582,-1.1929313473660241,0.5111036171460545,1.0740891957191678,-0.7466878096796905,0.5692750425533111,-1.0,-1.0,-0.5692750425533111,-1.0,-0.5692750425533111,0.5692750425533111,-0.7265620768139075,-0.4098790492361603,-0.7584235297362398,-0.6852131094160978,0.45590626298478865,-0.7249428091867309,-0.4153396475430686,-0.7705813469869021,-0.6197963114986964,0.47953979506555683,-0.5107554566279102,1.1971799913531396,-1.5167863798844636,-0.9677500551919965,0.6254554161117792,-0.8864225712813687,-0.5692750425533111,-1.0,-1.0,0.5692750425533111,-1.0,0.5692750425533111,-0.5692750425533111,-0.47482597613494,0.6549566624586957,-0.5999128338723629,-0.498529940904761,-0.6729174948755088,-0.4480991744165095,0.7217598070151308,-0.6542130421293444,-0.6839464969344234,-0.7009253272581447,-1.167737065863203,-1.198263118894924,-1.5832562524491887,1.3995454627148642,-0.6872004615445186,-1.264124876800943,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.25870920569441,-1.0009249597334404,0.8536569206880703,-0.30573264981105974,-1.1808359052241693,-1.203205316409211,-1.0734269202327102,0.7433251366087864,-0.8530288620052309,-0.9815959761984304,-1.285762520391727,-0.5648662116286755,-1.42032901498031,0.66891789240276,0.984421045846796,-1.0797185970927627,-1.0,-1.0,-1.0,-1.0,-1.0,0.3486083443891983,-0.34860834438919813,-0.7836018336711525,-0.7477387779794253,-0.5775262141797836,-0.14279660475865336,0.33780629518460575,-0.7863734793118875,-0.8123656288927397,-0.6108025856948621,-0.5451476294062648,0.3773134336107288,-1.209179122486614,0.9820236178963724,-0.776048365423069,0.5469183861408242,-0.781756964424615,-0.7347460366654345,-1.0,-1.0,-1.0,-1.0,-1.0,-0.34860834438919813,0.3486083443891983,-0.3997411792098527,0.6696582068294691,-0.46040713204573674,-0.6326524240337448,0.3036966226053654,-0.4068879358453291,0.6032800354323236,-0.47055998989808334,-0.5484932244112741,0.28235070104132837,1.0425967298430279,-0.7066899704888502,-0.1459937905599099,-0.9005047963424663,0.8740870170061084,-0.5729909721510029,2.0,-1.0,-1.0,37.0,1
-0.3574170523025987,-0.9374442915664282,-0.9648795685008899,0.8255422261510142,1.032529328541665,-0.7121127685349367,0.5692750425533111,-1.0,-1.0,-0.5692750425533111,-1.0,-0.5692750425533111,0.5692750425533111,-0.7265620768139075,-0.4098790492361603,-0.7584235297362398,-0.6852131094160978,0.45590626298478865,-0.7249428091867309,-0.4153396475430686,-0.7705813469869021,-0.6197963114986964,0.47953979506555683,-0.5148588256166644,1.1733130016165902,-1.3676493415729478,-0.39812502270556815,0.7094386948376469,-0.8752337848713341,-0.5692750425533111,-1.0,-1.0,0.5692750425533111,-1.0,0.5692750425533111,-0.5692750425533111,-0.47482597613494,0.6549566624586957,-0.5999128338723629,-0.498529940904761,-0.6729174948755088,-0.5042022550773998,0.5826253863857085,-0.4774282000526912,-0.4243942086871478,-0.6005242985490458,-1.1334858809043682,-1.177779988657408,-1.3433721465934356,1.8524320843574273,-0.8061318556463278,-1.2307996505674839,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.2054140187994293,-1.0712534387109471,0.7404758131574171,-0.7446371900306176,-0.9799631434787438,-1.154180652760408,-1.1438797354166261,0.6656742071594758,-0.28236147000173145,-0.8866731840939424,-1.2372538847630457,-0.6207014220038335,-1.1385962194108714,0.947916231304997,0.8613103955701854,-1.0861898910710763,-1.0,-1.0,-1.0,-1.0,-1.0,0.3486083443891983,-0.34860834438919813,-0.7836018336711525,-0.7477387779794253,-0.5775262141797836,-0.14279660475865336,0.33780629518460575,-0.7863734793118875,-0.8123656288927397,-0.6108025856948621,-0.5451476294062648,0.3773134336107288,-1.1519344974881887,0.9740252354881626,-0.4199189177300211,0.9900028397246343,-0.67013377342723,-0.6848856402382336,-1.0,-1.0,-1.0,-1.0,-1.0,-0.34860834438919813,0.3486083443891983,-0.3997411792098527,0.6696582068294691,-0.46040713204573674,-0.6326524240337448,0.3036966226053654,-0.4068879358453291,0.6032800354323236,-0.47055998989808334,-0.5484932244112741,0.28235070104132837,0.9524153692607308,-0.6910051129440945,-0.060109987211932586,-0.7279007792313258,0.8653075465357709,-0.4555021804650366,2.0,-1.0,-1.0,37.0,1
-0.30799408507029125,-0.9264800308463551,-0.7410509707258505,0.9574035783143844,1.032529328541665,-0.6622894874453028,0.5692750425533111,-1.0,-1.0,-0.5692750425533111,-1.0,-0.5692750425533111,0.5692750425533111,-0.7265620768139075,-0.4098790492361603,-0.7584235297362398,-0.6852131094160978,0.45590626298478865,-0.7249428091867309,-0.4153396475430686,-0.7705813469869021,-0.6197963114986964,0.47953979506555683,-0.5189621946054171,1.1467941241315338,-1.266881072443545,-0.25112501432197354,0.7828387148622891,-0.8625977469718306,-0.5692750425533111,-1.0,-1.0,0.5692750425533111,-1.0,0.5692750425533111,-0.5692750425533111,-0.47482597613494,0.6549566624586957,-0.5999128338723629,-0.498529940904761,-0.6729174948755088,-0.5042022550773998,0.5826253863857085,-0.4774282000526912,-0.4243942086871478,-0.6005242985490458,-1.091014411555413,-1.136813728182369,-1.1339495144971439,1.7769509807503336,-0.7154466676436981,-1.1856582297043603,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.1563263466593157,-1.141581917688454,0.6630361080048649,-0.2044469866834694,-0.8855739792554354,-1.203205316409211,-1.0734269202327102,0.7433251366087864,-0.8530288620052309,-0.9815959761984304,-1.17853290479149,-0.6877036744540207,-0.8781262763372392,0.9304788351236072,0.8394404397326242,-1.0894049958271543,-1.0,-1.0,-1.0,-1.0,-1.0,0.3486083443891983,-0.34860834438919813,-0.7836018336711525,-0.7477387779794253,-0.5775262141797836,-0.14279660475865336,0.33780629518460575,-0.7863734793118875,-0.8123656288927397,-0.6108025856948621,-0.5451476294062648,0.3773134336107288,-1.078334265347351,0.9580284706717542,-0.10063044738452977,0.9577785158276299,-0.6917819074388444,-0.6181732398537461,-1.0,-1.0,-1.0,-1.0,-1.0,-0.34860834438919813,0.3486083443891983,-0.3997411792098527,0.6696582068294691,-0.46040713204573674,-0.6326524240337448,0.3036966226053654,-0.39694362784096454,0.7455071557700058,-0.5179229711739389,-0.22927776817191828,0.31786470584688026,0.8351796005037586,-0.6753202553993333,0.34682308828775726,-0.5317598506959387,0.8640803087280895,-0.2624848798380917,2.0,-1.0,-1.0,37.0,1
-0.2483456763416466,-0.9045515094062013,-0.4707673809597653,1.3732739966757834,0.8881869941509852,-0.5985221897496261,0.5692750425533111,-1.0,-1.0,-0.5692750425533111,-1.0,-0.5692750425533111,0.5692750425533111,-0.7265620768139075,-0.4098790492361603,-0.7584235297362398,-0.6852131094160978,0.45590626298478865,-0.7249428091867309,-0.4153396475430686,-0.7705813469869021,-0.6197963114986964,0.47953979506555683,-0.5230655635941713,1.10701580790395,-1.0975903803061486,0.20825001187675912,0.8702359480079083,-0.8429876163066523,-0.5692750425533111,-1.0,-1.0,0.5692750425533111,-1.0,0.5692750425533111,-0.5692750425533111,-0.5040910594098205,0.5891917832570305,-0.49908714750726024,-0.38812413034212057,-0.6068132602792399,-0.4751834202528015,0.6487142361846835,-0.5756420012063872,-0.5305746902428518,-0.665947654062035,-1.0416927052146912,-1.0753643374698063,-0.9473729877204474,1.4467211524692978,-0.7154466676436981,-1.1309318859495516,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.1563263466593157,-1.141581917688454,0.6630361080048649,-0.2044469866834694,-0.8855739792554354,-1.1065566937872837,-1.2193648945422493,0.4745334577457879,0.3774727020023147,-0.8451609881039576,-1.104493408305611,-0.7602894479417265,-0.5963934807678004,1.0176658160305563,0.8561500689118849,-1.086429191151639,-1.0,-1.0,-1.0,-1.0,-1.0,0.3486083443891983,-0.34860834438919813,-0.7836018336711525,-0.7477387779794253,-0.5775262141797836,-0.14279660475865336,0.33780629518460575,-0.7863734793118875,-0.8123656288927397,-0.6108025856948621,-0.5451476294062648,0.3773134336107288,-0.9938302951115812,0.9580284706717542,0.19409737139592376,0.8852737870593701,-0.7337251670863462,-0.5182574514568395,-1.0,-1.0,-1.0,-1.0,-1.0,-0.34860834438919813,0.3486083443891983,-0.3997411792098527,0.6696582068294691,-0.46040713204573674,-0.6326524240337448,0.3036966226053654,-0.39694362784096454,0.7455071557700058,-0.5179229711739389,-0.22927776817191828,0.31786470584688026,0.6999075596303195,-0.6439505403098164,0.49704166796185584,-0.3748471078676288,0.8633250854618241,-0.27087693638708915,2.0,-1.0,-1.0,37.0,1
-0.1801760663660506,-0.8826229879660553,-0.23426923991444087,1.5355648916460845,1.050404540230915,-0.5201403545009032,0.5692750425533111,-1.0,-1.0,-0.5692750425533111,-1.0,-0.5692750425533111,0.5692750425533111,-0.7265620768139075,-0.4098790492361603,-0.7584235297362398,-0.6852131094160978,0.45590626298478865,-0.7249428091867309,-0.4153396475430686,-0.7705813469869021,-0.6197963114986964,0.47953979506555683,-0.528194774830113,1.0619337161793543,-0.9444226112294568,1.081062561654351,1.0378611100176687,-0.8207913784611963,-0.5692750425533111,-1.0,-1.0,0.5692750425533111,-1.0,0.5692750425533111,-0.5692750425533111,-0.5040910594098205,0.5891917832570305,-0.49908714750726024,-0.38812413034212057,-0.6068132602792399,-0.533221089901998,0.5234932576182031,-0.3595716386682554,-0.23562890814367513,-0.5674059036623634,-0.9827806670854965,-0.993431816519728,-0.7112965660846272,1.4655914283710711,-0.5296163643596207,-1.0627568172716126,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.1086411794374895,-1.2169338594500674,0.4724152953216596,0.4201479359366707,-0.8442951525616766,-1.0631348488412,-1.289817709726165,0.3132584504279887,1.2691405020077824,-0.8086725610554358,-1.0227946535625756,-0.8384587424669468,-0.3784492426857817,0.6776365904934551,0.7689159754025097,-1.075543045501284,-1.0,-1.0,-1.0,-1.0,-1.0,0.3486083443891983,-0.34860834438919813,-0.7836018336711525,-0.7477387779794253,-0.5775262141797836,-0.14279660475865336,0.33780629518460575,-0.7863734793118875,-0.8123656288927397,-0.6108025856948621,-0.5451476294062648,0.3773134336107288,-0.8956966522571349,0.9500300882635444,0.5011055159588962,0.7241521675743481,-0.8097642378021406,-0.39828277160043773,-1.0,-1.0,-1.0,-1.0,-1.0,-0.34860834438919813,0.3486083443891983,-0.3997411792098527,0.6696582068294691,-0.46040713204573674,-0.6326524240337448,0.3036966226053654,-0.39694362784096454,0.7455071557700058,-0.5179229711739389,-0.22927776817191828,0.31786470584688026,0.5465992466404259,-0.6125808252202996,0.6163420784306823,-0.21008872789790364,0.8564336731571515,-0.3128372191320772,2.0,-1.0,-1.0,37.0,1
-0.10178101489411742,-0.8497302058058286,-0.014663823229496475,1.2718421873193442,1.050404540230915,-0.4266795306868963,0.5692750425533111,-1.0,-1.0,-0.5692750425533111,-1.0,-0.5692750425533111,0.5692750425533111,-0.7183669118743873,-0.4098790492361603,-0.6737360388227639,-0.4307529013076925,0.47268303160938197,-0.7221752650583391,-0.4153396475430686,-0.7526318623595787,-0.7139757017791877,0.4435267322021824,-0.5333239860660547,1.0035921857122314,-0.7670704575617081,1.1545625658461482,1.229725348407661,-0.7925853954357336,-0.5692750425533111,-1.0,-1.0,0.5692750425533111,-1.0,0.5692750425533111,-0.5692750425533111,-0.5040910594098205,0.5891917832570305,-0.49908714750726024,-0.38812413034212057,-0.6068132602792399,-0.533221089901998,0.5234932576182031,-0.3595716386682554,-0.23562890814367513,-0.5674059036623634,-0.9183884393628875,-0.9114992955696496,-0.49806624976840286,1.644859049437919,-0.760789261645014,-0.9849046632864228,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.025893389258439,-1.3525673546209724,0.04947536718079731,1.6018140057585573,-0.6302762676653734,-1.0631348488412,-1.289817709726165,0.3132584504279887,1.2691405020077824,-0.8086725610554358,-0.9257773823052163,-0.9110445159546486,-0.18708357022352143,0.43351304395399737,0.4730572469932489,-1.0457644890143794,-1.0,-1.0,-1.0,-1.0,-1.0,0.3486083443891983,-0.34860834438919813,-0.7836018336711525,-0.8226464194228027,-0.6369289104954184,-0.62020614902639,0.36940970006040624,-0.7863734793118875,-0.7383272424620086,-0.5505590429961907,-0.11466677516300974,0.34583116442997813,-0.7839333367840126,0.9420317058553404,0.7282915429354961,0.2971798759390403,-0.80137558587264,-0.24377939952251199,-1.0,-1.0,-1.0,-1.0,-1.0,-0.34860834438919813,0.3486083443891983,-0.3997411792098527,0.6696582068294691,-0.46040713204573674,-0.6326524240337448,0.3036966226053654,-0.39694362784096454,0.7455071557700058,-0.5179229711739389,-0.22927776817191828,0.31786470584688026,0.37525466153407816,-0.5812111101307826,0.7278348704133291,-0.061021622211009464,0.8639859058198064,-0.447110123916039,2.0,-1.0,-1.0,37.0,1
